tweet_with_emoji_meaning,label
مامانم گفتم اگه نبودم مادر نمی‌شدی خاطر شدم مادر بشی بهم کادو بدی نکته جالبش اینجاس قانع,1
استوریی اینستاگرامتون مشخصه مادراتون برعکس خودتون خوشگلن چهل سال دیر دنیا اومدیم زشتا هم‌دوره شدیم,1
مستاجری توی تهران مار پله سال موعد تمدید قرارداد‌ مستاجر‌ مار نیش میزنه ۴۵ منطقه میرن پایین توی ۵ سال سید خندان سر میخوره میره پایین مرور سر هشتگرد میاره اوضاع دردناک عجیبه,0
همکارم میگم ماه مونده ولنتاین الان خرس خریدی میگه کف خریدم سقف بدم بهش,1
کاش فیلم‌برداری ساخت فیلم ضبط کارگردان میگه کات بازیگرا نقششون خارج میشن زندگی نقش مسئولیتی داری خسته_می‌شدی می‌گفت کات  استراحت می‌کردی بعدش می‌رفتی نقشی بودی,0
روز مادر مریم امیرجلالی تبریک میگم تیپیکال واقعی  مادر ایرانیه,1
اگه تصمیمای خودت جلو بری فردا حسرت اینو نمی‌خوری بازندهی تصمیمای دیگرانی,0
بابا روز ماه رمضون فروردین سر گذاشتیم ینی چی ماه دیگه عید ماه رمضونه,0
ایران اسم مالیات گوشی تلفن همراه واقع هزینه رجیستری هزینه گمرک تلفن همراه همون مالیات موبایله قدر گوشیت گرونتر باشه مالیات پرداخت کنی,0
الان  عده پدرا شوهرای ایرانی  بسته نت خریدن روز عکس مادر زنای ملت مجازی لایک ذخیره کنن,1
شب اومدم خونه زنه اخبار بعلت هوای سرد حواستون حیوانات ولگرد گرسنه بی‌سرپناه باشه بابام منو دید  آه بلند کشید مامانم خانوم اون سفره‌ی شامو بیار,1
بایر لورکوزن سرانجام لیورپول آرسنال لاتزیو یوونتوس لیون رم چندین تیم دیگه جذب سردار آزمون شکست داد خنده,1
جوان بودم مادرم اینا رفتن مسافرت خونه خالی دوستامو آوردم خونه برگشت کیو آوردی خونه گفتم چطور تار عنکبوت الان روز مادر کاراگاه‌ی توی خونه تبریک میگم,1
رفتم داروخانه سرلاک بخرم پسره بچه ماهست گفتم سالشه,1
بهم دوست دارم استاد دانشگاه گفتدوست دارم سریعتر گورت کلاس گم کنی بری آموزش واحد حذف کنی,1
لغو اخذ سود دیرکرد اقساط وام دستور کار بانک مرکزی قرار مدیرکل روابط عمومی بانک مرکزی موضوع چگونگی لغو اخذ سود دیرکرد اقساط وام تسهیلات بانکی دغدغه‌ی مراجع عظام تقلید دیدار رئیسکل بانک مرکزی سفر قم امروز جلسه هیاتعامل بانک مرکزی بررسی اتخاذ تدابیر اجرایی دراینباره بهطورجدی دستور کار اعضای هیات عامل بانک مرکزی قرار,0
نشستم حساب کتاب اونی زن میخواد میلیون بودجه مرحله نامزدی بشه چله عید چرشنبه عید فطر غدیر قربان روز مادر دوبل روز پدر دوبل ولنتاین تولدش تشریفات واجبه آخه,0
تست کرونای ۱۸ تن اعضای تیم ملی تکواندو زنان مثبت موج ویروس کرونا اردوی تیم ملی تکواندو بانوان حمله ابتلای ملی‌پوش اعضای کادر فنی تیم بحران کرونا اردوی تیم ملی تکواندو مانع حضور مهرو کمرانی سرمربی تیم ملی مسابقات انتخابی تیم ملی دانشجویان کرونا اردوی تیم ملی تکواندو بانوان تعطیلی کشاند,0
پسر عمه‌ام استوری روز مادر تبریک زمینه تبریک  عکس گل گذاشته نوشته دلیل رفیق‌ی ناباب گذاشتن عکس ننه‌ام معذورم  خنده خنده,1
تقویم شدته ولادته بقیه روزاشم روز زن دختره دیگه هفته,1
استاد سیانکی اصطلاح جدیدی فوتبال سیانکی صحنه آفساید خانوادگی بازیکن آفساید  خنده,1
گل پرسپولیس فولاد دقیقه توسط مهدی عبدی پرسپولیس ۱ فولاد خوزستان,0
ولنتاین آیفون گل استوری کنه بگه پاداش کدوم کار خوبمی اون موقع ست ریپلای می‌زنم کاری خوبشو میگم ببینم هنوزم خوشحاله,1
دلیل مشاهده نشدن پول حساب آقایان روز زن یوم‌الشک اعلام ستاد استهلال پول,1
پنجره نقل انتقالات پرسپولیس بسته_شد شکایت اوساگونا کمیته وضعیت فیفا باشگاه پرسپولیس محکوم پرداخت هزار دلار بازیکن واز آنجایی پرونده دادگاه رد فیفا پرسپولیس اعلام پنجره تیم بسته_است سندی ایسنا دست کمیته انضباطی فیفا ژانویه بهمن ارسال نامی رسما پرسپولیس اعلام پنجره نقلوانتقالاتی باشگاه بسته‌شده,1
پریود دوست دخترتون خبر بشید اپلیکیشن نصب می‌کنید اینو سر بسته بهتون میگم خودمون باشه پسر واقعا عاشق دوست دخترش باشه تایم پریود دوست دخترش خون‌دماغ میشه,1
دلیل برودت سردی هوا فردا یکشنبه مدارس اردبیل تعطیل اعلام,1
مامانم می‌گفت دختر همسایمون بدر دوس پسرش فرار بابام یهو‌ی گردنی بهم زد گفتم وا منو می‌زنی میدونم عاقبت توام همینه اینا شوهرم کنارم نشسته_بود,1
قدیم یچی میدونستن میخوندن بهمن خونین فردا روز مادر‌ام ولنتاین‌ام روز پدر بهمن اگه نکشه قوی ترمون میکنه,1
اگه دخترخالهتون تازه نامزد زانوش زخمه هی جلو نپرسین اع خوردی زمین چجوری کجا خوردی زمین خنگ نباشین,1
فامیل رل نزنید بعدا کات مثلا شب عید داری آجیل می‌خوری یهو اکست ننه باباش میاد عید دیدنی,1
الان مارکت‌ی جن ریزش وقتشه قرعه‌کشی‌ی خانگی مردم دنیا معرفی بجای چیزا اونو انجام بدیم پیشندم اینه دفعه خونه ایلان ماسک برگزار بشه  مولودی کوچیک بعدش بعنوان افترپارتی درنظر بگیریم,1
بهروزرسانی دستورالعمل سازمان جنی بهداشت واکسن فایزر سازمان جنی بهداشت بیانیه سن توصیه‌شده دریافت واکسن کووید ساخت شرکت فایزر آمریکا سال سال کاهش دولتی جن توصیه صورت استفاده واکسن مجوز کاربرد مطابق دستورالعمل سازمان به‌روزرسانی,0
دما صفر گوشه خیابان کارتنخواب دیدید شماره گرمخانه تماس بگیرید صبح بمیرند تماس گرفتم جواب تهران,0
کنکور حذف‌شده بگیرید رئیس سازمان سنجش کنکور حذف‌شده بگیرید آینده کنکور شیوه سابق نخواهیم_داشت نظام سنجش ورود دانشگاه اجرایی خواهیم_کرد نظام سنجش مرحلی آزمونی یکپارچه کشوری آموزش پرورش آزمونی کشوری سنجش تشکیل خواهد_داد سوابق تحصیلی آزمون سنجش شکل هوشمند تعدد قابل‌قبول آموزش پرورش سازمان سنجش راستای تقویت سازمان طراحی,0
آغاز واکسیناسیون گروه سنی سال رضایت والدین سرپرست روابط عمومی وزارت بهداشت ستاد کرونا مصوب واکسیناسیون گروه سنی سال صورت پلکانی رضایت والدین آغاز جلسه دی کمیته علمی کرونا مصوب پیشند واکسیناسیون سنین سال شیوع امیکرون بازگشایی مدارس ستاد ملی مقابله کرونا ارائه,0
الان فرودگاه هزار اسم  مسافری صدا بره سوار هواپیما بشهیارو وقت ریلکس اومدمسئول گیت ازش پرسید میشه بپرسم کجا تشریف داشتین اونم خیر مگه بابت تاخیر  ساعته می‌پرسم هواپیماتون کجا تشریف بخواین بپرسین خنده,1
رضا پیشرو  طوریه انگار چنتا کتاب خونده متوجه مفهومشون نشده,1
مخالفت کمیسیون تلفیق خرید خدمت سربازی مشمولین داخل کشور زارعسخنگوی کمیسیون تلفیق لایحه بودجه پیشندی خرید خدمت سربازی مشمولین داخل کشور مطرح مذاکرات دلیل مبالغ رای نیاورد,0
اکران رایگان فیلم بانوان روز مادر لغو رییس هیات مدیره انجمن سینماداران شرایط فعلی وزارت ارشاد سازمان سینمایی حمایت طرح دلیل طرح فروش بلیت رایگان بانوان بهمنماه منتفی,1
تولید قرص کووید شرکت مرک شرکتی چینی سازمان حمایت جامعه ملل متحد اعلام توافقنامه‌ای ده‌ شرکت داروساز جمله شرکت چینی تولید قرص کووید شرکت مرک حق امتیاز رایگان تامین کشور توسعه منعقد قرص میزان بستری بیمارستان بیماران مبتلا علائم اولیه کووید نصف کاهش,0
نوشته همتون دارین یواشکی چکش می‌کنید هرچی یخچال یادم نیومد,1
دانشجوی پزشکی رشته تحصیلیشون جار نمیزنن علائمی ندارن اون دانشجوی پزشکی خاموش صدای اون باشیم,1
ناخون پا دیگه چی بلند میکنین میخواین دارین بال میزنین شکارتونو باش نگه دارین مگه کرکسین,1
مدیر انجمن آلزایمر ایران امروز آلزایمر کمین شصتییی سالمندی حرکت دکترا هیچی نمی‌فهمن اصن چی می‌خواستم بگم یادم,1
سیگار بهمن اینجوریه صبح ناشتا کشیدن می‌کنی کارای اون روزت انجام میدی تازه آخر شب شیش کامش میمونه,1
وزیر کشور فرمانده قرارگاه عملیاتی ستاد ملی مقابله کرونا دستور بازگشایی حضوری کلاسی دانشگاه‌ مدارس ابلاغ,0
خبر فوت پادشاه سعودی صحت ساعتی رسانه‌ نقل تلویزیون سعودی فوت سلمان بن عبدالعزیز پادشاه سعودی خبر دادند پیگیری رسانه‌ی رسمی عربستان خبرگزاری واس شبکه‌ی الاخباریه العربیه نشان خبری صحت,0
مدیون تاول‌ی پامون اشتباه نباشیم فهمیدیم مسیر درست انتخاب نکردیمبدون تردید بزنیم برگردیم,0
احتمال قوی مغز کپی بدن وگرنه مدل غیرقابل تحمل بحث شوخی آرزو اهداف افکار احساسات علایق آدم نمیتونه تصادفی باشه,0
کاش الان اونایی زمستون دوس دارن بندازیم کوچه فصل زیبا لذت ببرن,1
 دوست دختر داشتم اومدم فاز عاشقانه بردارم گفتم چنتا تارموتو بده نگه دارم میخوای دعا جادو بگیری برام درصورتی دعانویس اسم مامانش ازم می‌خواست,1
مادرای شماهم روز مادر یدفعه باتون مهربون میشن,1
تهران دیشب یخ زد شهر تهران شب سردی سر گذاشت هم‌اکنون دمای هوای پایتخت منفی ۳ درجه دیشب سقز ۲۸ درجه صفر سردترین شهر کشور,0
شکایت هزار یورویی رادو پرسپولیس رادوشوویچ چندی ترک ایران جدایی‌اش پرسپولیس اعلام ارسال نامه فیفا خودداری سرانجام ساعاتی قراردادش پرسپولیس فسخ ارسال نامه فسخ قرارداد شکایتی فیفا پرسپولیس ثبت شنیده‌ حاکی رادو دریافت هزار یورو فیفا شکایت پرونده تازه سرخپوشان کمیته انضباطی فدراسیون جنی فوتبال دلیل دیرکرد پرداخت دستمزدش موفق صورت قانونی قرارداد فسخ فیفا احتمالا بر حکم نیی صادر,1
ترکا خواب بیدار میشیم بربری چایی شیرین بخوریم وگرنه وعده‌ی غذایی اهمیتی زندگیمون نداره,1
گربه‌ خیابون دنبالشون می‌کنی میرن دیوث وایسا میخوام بهت نیکی محبت الان مده,1
دلم آدمایی  دلسوز کنارشون ندارن هی برینه بشون میسوزه,1
ایرانی‌ ماسک زدن جالبی بودندی ان ماشین ماسک زدندی خروج خودرو ماسک درآوردندیآن ماسک آرنجچانه پیشانی کلا همه‌جا بجز دن زدندیآن ماسک ۱۰۰ شسته استفاده کردندی خلاصه معمول عنش درآوردندی,1
اونایی خودشون تند رانندگی میکنن لایی میکشن بشینن بغل دست دیگه میترسن میدونن فرق رد لا کار موندن ثانیه,1
نواک جوکوویچ استرالیا خاطر ماجرای اخراجش  شکایت ۳۲ میلیون پوندی اگه اخراجم نمیکردن اگه برنده می‌شدم همینقدر جایزه می‌بردم برنده می‌شدم بچه پررو,1
داشتم چیدمان سفره هفت‌سین می‌کردم امید زندگی,1
دختر همسایمون رفته میلیون خرج عمل زیبایی خواستگار براش بیاد حاضرم نصف اون پول باش ازدواج نیت بهش دقت نگاه نمی‌کنم هیچوقت,1
فرقی میکنه کی قوی تره کی باهوش تره کی زیباتر کی پولدار تره نیت مهمه اینه خوشحال باشی,0
سالگی وقت برام نبودوقتی خونه‌ام کنترل تلوزیون پیشم باشه  روز همسرم برگه سونوگرافی اومد حسی داری داری پدر میشی اشکم اومد کنترل تلوزیون گذاشتم جیبم,1
ایرانی مجرت میکنه اولش میره پسته زعفرون ایران کنه پول پارو کنه,1
دیشب رستوران میز کناری صدا میومد می‌گفت لندکروز خریدی اون دویست چرصد دقیق یادم اون دقیق یادم اگه داشتم باش  ماشین می‌خریدم,0
ببینید اینقدر سرده دلم میخواد کوچ بندرعباس اونجا هوا گرم برگردم تبریز,1
روز بغل ماموران راهنمایی رانندگی بلندگو میگن بزن بغل تبریک میگم,1
بمن اگه کادو ولنتاین  خرس گنده پشمالوی زنده مهربون سبزه قد بلند چشم ابرو مشکی ته‌ریش بدین راضیم بوخودا,1
پیوند موفقیتآمیز کلیه خوک انسان جراحان دانشگاه آلاباما بیرمنگام آمریکا روز پنجشنبه گزارش موفق پیوند کلیه‌ی خوک اصلاح‌شده ژنتیکی شکم مرد مرگ مغزی شدند,0
قدر برگر شناسد قدر بندر بندری,1
یک‌میلیون ایرانی آلزایمر مبتلا آلزایمر کمین شصتی‌ احتمال ابتلای بیماران کرونا آلزایمر معصومه صالحی مدیر عامل انجمن دمانس وآلزایمر ایران حاضر پیش‌بینی یک‌میلیون نفر ایران مبتلا همزمان افزایش میزان سالمندی متأسفانه افزایش ابتلا بیماری آلزایمر شاهد خواهیم_بود جمعیت سالمندی کشور حرکت افزایش آلزایمر بیماری دوره سالمندی زمینگیر مراحل پیشرفته فشار حیث اجتماعی اقتصادی روانی خانواده امروز شصتیی سالمندی حرکت میانسال فضا گونی آماده سالمندی تهدید نباشد فرصت آید سالمندان انتقال تجریبات اقدامات داوطلبانه خیرخوانه استفاده,0
برفگیر کامیون گمرک سخنگوی گمرک مرز تمرچین پیرانشهر کیله سردشت آذربایجان غربی فعلا دلیل مسدود جاده‌ی منتهی مرز سقوط بهمن پاکسازی بازگشایی مسیر گمرک بسته_است تبادل کالا روز بازارچه‌ی مرزی شوشمی شیخصله کرمانشاه دلیل بارش برف قطعی برق فعلا بسته_است,0
فرودگاه شیراز اینجوریه هواپیما ۳۰ اونورتر سالن ورودی میزنه بغل پارک میکنه همون ۳۰ اتوبوس میارن سوارت میکنن نخوای سالن بری,1
میخوام بجای باند گوشی مامان بابام بذارم طاقچه عقب ماشین انقدر صداش بلنده,1
خدایی میبینن خرج خودمون سه‌قلو زاییدیم  هزینه دندون پزشکی نداریم بدیم  پس‌انداز نداریم امنیت شغلی نداریم حقوق ثابت نداریم هفته میگن بچه بیارید دیگه,0
اسکوچیچ کنعانیزادگان لیست تیم ملی خط خورده_است,0
تنیی خطرناک معتاد زمانی درک میزان آرامش مایل نیستید مردم سروکار داشته_باشید,0
انگیزه باشیم برا طرفمون اعصاب خوردی مخی همینجوری کوچه خیابون ریخته,0
سگ سگلرز سرما شرف داره عرق وسط قطعی برق تابستون,0
اگه رشت زندگی می‌کنید  شرکت نمی‌زنید اسمش بذارید گیلان ماسک زود معروف می‌شدید ماسکاتون فروش میره,1
پسری  زمانی لاشی دخترا تیک می‌زد دید خط کشید شدی تموم زندگیش زندگی مشترکتون هدیه داره عشق,1
 بچه بودم مامان بابام خونه دعواشون رفتم اتاقم دیدم مامانم ساعت اومد دل بده پسرم بحث ناراحت نباش قدیم گفتن زن شوهر دعوا کنن ابلن باور کنن زدم گریه,1
منبع دیپلماتیک فرانسوی ماه فوریه مذاکرات وین تعیینکننده منبع دیپلماتیک فرانسوی اشاره مذاکرات طرفی برجام وین مدعی مذاکرات هستی ایران رویکرد منبع گفته_است ماه فوریه تعیینکننده,0
کانوا أخف البقا کنا أثقل اللحاق بهم سبک‌تر بمانند سنگین‌تر بودیم دنبالشان برویم,0
ال وایکیکی هیچی تولیدی برادران گودرزی بپوشید موجودات ارزشمند زیبایی هستید عزیزان نذارید فاحشه‌ی اسقاطی بردهی برند حس بدی بدن بابت می‌پوشید,0
خصلتی اندازهی خسیس توی  آدم بد زندگی کوفت میکنه بقیه,0
میخوای  دخترو خوشبخت کنی اعتماد نفس عزت نفست کار کن بالغانه کن حرف بزن رفتار کن شوخ‌طبع باش فرقشو چسنمکی یاد بگیر لاس زدنو یاد بگیر نذار دنیاش یکنواخت بشه محبت کلامی کلیشه‌ای یاد بگیر حس بهش بده کمتر بگو دوستت دارم نشونش بده,0
فیلم میتونیم سینما ببینیم سریال مثلا می‌رفتیم فصل‌ام سریال علاقهمون اونا سریال دوست دارن منتظر اتفاق بعدی توش هستن می‌دیدیم واقعا لذتش صد چندان,0
مشتی اون زمان سزار لشگرشو تومن دوتا برگ کاهو میدی تومن خوردش کن فک نکنیم بزغالیم,1
رفتن منطقهی فلاح تهران سریال راجع مشکلات اجتماعی درست کنن اومدن شبانه نصف تجهیزات ساخت سریال کامیونت دزدیدن بردن بنظرم ابولقاسم طالبی بهتره  مینی سریال طنز راجع اتفاقی افتاده درست کنه,1
بهجای کنج عافیت سعدی حافظ ترجیح میدم کار می‌برم,0
خواب دم صبح بیهوده تعبیر فرقی نمی‌کند دم صبح دم شب دم مرگ دم بیا تعبیرش,0
کاهش حس بویایی کرونا ژنتیک بیمار مرتبط مطالعات نشان احتمال کاهش حس بویایی چشایی ابتلا عفونت کرونا جایگاه کروموزومی درصد,0
لذت‌بخش‌ترین خوابای زندگیم میگرده دوره‌ی کارشناسی بارون شدید بودو صبح امتحان ریاضی داشتم گوشیم آلارم زد همخونم گفتم فرزام نیم ساعت دیگه امتحانه ازون اتاق زد تابستون پاسش نکنیم گفتم باشه خوابیدیم,1
خوشگلی  خوشگل ترش هست پولداری  پولدار ترش هست باهوشی  باهوش ترش هست هرکی عاشقتون  عاشق ترش دیگه قدرشو بدونید,0
ترک‌ هیچوقت بچه شون نمیگن هیچی نمیشی جاش میگن پخ دان کمپوت چیخار سنن آدام چیخماز,1
زندگیمونم عکسای اسنپ چتمون ظاهر پرفکت شخمی,0
خدایی اسم فامیل قسمت غذا س ننویسید سوپ غذا حرمت داره لذت,1
دختر استخونی دوست دارید مگه سگید,1
میزبانان جامی جنی کشتی آزاد فرنگی آمریکا عنوان میزبان جامی جنی کشتی آزاد جمهوری آذربایجان عنوان میزبان جام جنی کشتی فرنگی سال انتخاب,0
چی استوری اولو می‌بینی بقیهشو نمی‌بینی مگه مسخرتیم بیشرف اون عدد چی بهم می‌زنی,1
ازار دهنده‌ترین چت اونیه نیم خط حرف می‌زنی خط جواب میده برا کدوم بابا ولم کن تورو قران چقد زر می‌زنی,0
دبیرکل فدراسیون فوتبال حضور تماشاگران دیدار تیم ملی عراق قطعی اوجگیری کرونا کشور وزارت بهداشت مجوزی فدراسیون فوتبال ارسال نکرده_است توجه برگزاری اردوی تیم ملی فوتبال صحبت سازمان لیگ فوتبال دنبال زمان دیدار استقلال تیم‌ی هوادار پیکان دیداری تیم ملی,1
سخنگوی صنعت برق یارانه برق میزان مصرف پرداخت مشترکانی برق مصرف یارانه برخوردار یارانه پرمصرف الگو مصرف صورت پلکانی کاهش,0
یخبندان شدید امشب پهنه وسیعی کشور امشب بخش‌ی گسترده‌ای استان‌ی آذربایجان شرقی آذربایجان غربی اردبیل کردستان کرمانشاه ایلام لرستان چرمحال بختیاری غرب اصفن ارتفاعات البرز امشب منتظر ثبت دمایی کمتر درجه سانتیگراد شب سردی استان‌ شاهد خواهیم_بود امشب جزو سردترین شبی سال گذشته کشور استان‌ نقاط مرکزی شمال شرقی مناطقی جنوبی کشور شاهد دمای صفر یخبندان خواهیم_بود,0
ماشین تصادف نقطه بهم خورده‌اند مقام ایران‌خودرو ضربه نقاط معینی بخورد عمل محل ضربات مطلوب خودرو علامت ضربدر مردم بدانند کجا کجا بزنند زنده بمانند,0
برف می‌بارد می‌شوم یار جدا آب دماغم هماکنون,1
برف تهران انقدر خفیف زمین نرسیده لحظه‌ای نشسته دیگه بریم دیگه قول دادیم بباریم,1
دنبال بلاگر می‌خواهم طعم زندگیای نمی‌توانم داشته_باشم بچشم,0
اصغری کارشناس هواشناسی امشب سردترین شب سال تهران سامانه بارشی ساعت تهران عبور سرما باقی می‌ماند,0
 دوستی می‌گفت رابطه الاکلنگ میمونه بایدنوبتی کوتاه بیاد اگه نفر کوتاه بیاد هردونفر زده میشن ازبالا موندن پایین موندن,0
هندبال قهرمانی آسیا کامبک رویایی ایران عربستان صدرنشینی طعم شکست میزبان تیم ملی هندبال کشورمان درآخرین دیدار مرحله مسابقات قهرمانی آسیا انتخابی مسابقات قهرمانی جن لهستان ۲۰۲۳ دمام عربستان مصاف میزبان نتیجه ۲ ۲۰ پیروزی عنوان تیم راهی بعدی دیدار نتیجه ۱۳ ۹ سود عربستان پایان رسیده_بود,0
گویا شهرمون هواشناسی اخطار برف داداشم اومد خونه هیجان آمادگی ۳۰ سانتو دارین تجزیه تحلیل حرفشو مردم,1
زمستان برف ازروی درختان سرمایش شناختم زمستان درخانه‌ای دیدم نبودی,0
برف خوبه سرماش خوبه چیزش اینه  اکوستیک ایجاد میکنه یهو شهر  مقدار ساکت میشه,0
برف جاده کرج چالوس آزاد تهران شمال بست مدیرکل راهداری حمل‌ونقل جادی استان البرز اعلام محور کرج چالوس آزاد تهران شمال بارش شدید برف بسته_شدند,0
آقایون اگه صلاح میدونین بوتی بلندمونو بپوشیم دیگه برف اومد ن,1
قرار برف بیاد سریع برین ترکیه تویوپ گرفتین رفتین بالای تپه سر میخورین,1
سویه‌ی کرونا موش آلوده محققان زیستشناسی دانشگاه ایالتی جورجیا دریافتند گونه‌ی جدیدتر ویروس ایجاد عفونت کووید برخلاف سویه اصلی قادر آلوده موش,0
میتونی خوشمزهترین پیتزای دنیا باشی هست پیتزا دوست نداره رژیم دارهکلید اسرار گور بابای هرکی دوست نداره,0
غمگینه می‌بینی روز باش حرف می‌زدی الان اسمش پایین پایین همهی چت س,0
آدم سالمی میبینه  پیاده داره خیابون رد میشه سرعتش کنه  ایرانی سرعتش میکنه اون بتونه رد بشه,0
هرجا دیدید فلانی فلانیه حرفاش قبول می‌کنید بدونید دارید گند می‌زنید,0
تحقیق لباسایی میوه کشیدن اویزونه موزش گرون‌تر بقیست,1
مامان بابا  اخلاق جالبی دارن اینه اگه داییات بری برنامه دزدی بانک باشه نگران نمیشن کافیه بگی میخوام دوستام برم سر کوچه,1
میگه انقدر واسه سگ گربه‌ات وقت می‌زاری میگم انقدر آدما معرفتی دیدیم توی حیوونا دنبال دوست رفیق می‌گردیم,0
کار استرس کار نمی‌کنیم استرس پول استرس پول نداریم استرس مهمونی میریم استرس می‌مونیم خونه استرس بخدا بمیریم استرس می‌گیریم  وقت نکنه قبر نشه غذا نرسه چی  وقت ترافیک نمونیم جهنم ببنده شت,0
جاده بروجرد اراک مسدود رئیس اداره راهداری حمل جادی بروجرد جاده بروجرد اراک بارش برف کولاک شدید درخواست راهداری استان مرکزی مسدود,0
چقدر شاعر آهنگساز خواننده بیایند بروند بشود اردلان سرفراز بشود محمد حیدری بشود یده آهنگی زاده_شود جمله میای صدای پات جاده‌ میاد دلت بلرزاند دیماه درگذشت بانو یده یادش گرامی,0
یادش بخیر تازه ماشین خریده_بودیم نمیدونستیم چجوری همسایه‌ قضیه مطلع بابام برو خونشون ببین کی واشر سر سیلندر اضافی پراید داره,1
راننده اسنپ گوشی کش بسته فرمون ماشین فرمون میچرخونه مسیریاب میکنه جهت حرکت عوض دهن مسیریاب سرویس,1
حجم مثانه ۸۰۰ سیسی اخطار جهت مستراح ۴۵ سیسی,1
اگه دلت میاد بگی لباساتو کجا خریدی بقیه‌ام عینشو بخرن تبریک میگم قابلیت بلاگر شدنو داری,1
نوشته_بود سیگار دم پنجره بگیرید دود بره نمیفهمه خونه سیگار می‌کشید کشیدم فهمیدن‌ای کاش می‌گفت پنجره باشه,1
ته گالری رفتن سخته توش پره آدماییه دیگه نیستن,0
خبر خوش مشمولان خارج کشور خرید سرباری مشمولان خارج کشور هزار یورو حجتالاسلام سید محمدرضا میرتاجالدینی نماینده مردم تبریز مجلس شورای اسلامی جلسه روز گذشته اعضای کمیسیون مصوب مشمولان سربازی دلیل حضور خارج کشور بتوانند سربازی بخرند اساس مصوبه زمان مشمولیتشان خارج کشور سال زمان مشمول بودنشان خدمت سربازی می‌گذرد خارج سر می‌برند تردد کشور مشکلی نشوند خدمت سربازی قیمت هزار یورو بخرند عضو کمیسیون تلفیق بودجه اظر اساس مصوبه درآمد حاصل خرید سربازی توسط حمایت سربازان مناطق مرزی محروم,0
فوت بیمار کووید شبانه‌روز گذشته مبتلایان نفر قربانیان نفر مبتلایان نفر قربانیان نفر بهبودیافتگان نفر بیماران بدحال نفر چقدر واکسن کشور تزریق‌شده واکسن تزریق‌شده دز واکسن تزریق‌شده دز واکسن تزریق‌شده دز مجموع واکسن تزریق‌شده,0
بترسید روزی ذهنتان درگیر کجای ذهنیات نیستید,0
 میشه اهمیت دادغصه خوردنگران شدحرف زد  کلمه‌ای میتونی بگی درکه,0
شامپو بدن بوی دارچین خریدم هروقت میرم حموم میام دوست دارم لیپتون خودمو بکنم توو چایی دربیارم,1
نظرت راه‌حل تموم خواسته‌ مشکلات همهچی پوله موقعیتش قرار می‌گیری مطمئن میشی آره واقعا پوله,0
مامانم گفتم سریلانکا کجاست ببین کمدت خندیدم گفتم مامان اسم کشوره گشت کمدم پیداش,1
احتمال افزایش درصدی مالیات سیگار رئیس انجمن تولیدکنندگان واردکنندگان صادرکنندگان محصولات دخانی احتمال افزایش درصدی مالیات سیگار کمیسیون تلفیق مجلس خبر تولیدکنندگان توان پرداخت مبلغ,0
اگه گوزن شوهر آهو هضم کردید بگم خیار چنبر خیار  خربزه,1
وضعیت ایرانیا ترکیه جوری خیابونای شهر خودشم گم میشه استامبول آدرس کوچه پس‌کوچه‌ راننده تاکسی میده,1
فامیل دوست دختر انتخاب می‌کنید یبار دختر خالم گوشیشو نمی‌کرد گفتم الان میگیرمت فرداش خالم زنگ زد گفتشیدا کی منتظر بمونه بیاید خواستگاری,1
شمایی پذیرفتید پنجره آه می‌کشد دیگه جیغ زدن گوجه کاهو تعجب نکن,1
قدیما سالش ابهت الان هرچی تلاش ابهت نشون بدیم تهش کارخونه هیولا میخندن بهمون,1
بابام پرسیدم بابا زشتم دوس دخترت بپرس گفتم دوس دختر ندارم جواب سوالت,1
تهرانیای کلکم اسم خیابونشنم فشنگ انتخاب میکنن ببین قیطریه فرشته ظفر کجا پنجراه پایین خیابون متری طلاب قاسم اباد کجا,1
استاد تفسیرمون معنی تتو ساعدت زدی چی گفتم باشه موضوع تحقیقت جلسه,1
آدم صبح بیدار میشه بوی دهنش میتونه فلزو آب کنه اونوقت  عده میگن کاش صبحمونو بوسیدن لب یار,1
دفتر خاطرات دوران دبیرستانم خزعبلاتی نوشتم  جاش نوشتم تورا پاریس می‌بوسم هوای لندن خسته_شدم دور‌ترین سفری زندگیم رفتم نورآباد ممسنی,1
حماسی‌ترین آهنگ جمهوری اسلامی محمد جن‌آرا ممد خطاب میکنن دختره اومده میگه اجازه نمیدم دوستپسرم ممد صدا کنه,1
هیزبازی نیار چیه میگید خدا خوشگل آفریده نگاهش دیگه,1
بچه بودم بابام کتکم می‌زد می‌گفتم شم تلافیشو سرش میارم شدم بد روزگار بابای نازنینم پناهم سگ میزنه منو هنوز خنده,1
اگه زید بزنم وقتایی میبینمش یهو نوک انگشتم بهش می‌زنم میگم پشمام واقعیه,1
تیپ دخترا جدیدا مد شلوار میدن توی جوراب نایک فاز مدلینگ میگیرن باش جام رمضان فوتبال محلمون گل شدم,1
اونجا بهش پیام میدی هی چک می‌کنی ببینی سین همونجا هربار می‌بینی سین نکرده ضربان قلبت میشه ارهدقیقا همونجا می‌فهمی چقدر اوسکلی,1
حضور فقیر دم مال منالت نزن حضور بیمار سلامتیت رخش نکش حضور ناتوان قدرت‌نمایی نکن غصه‌دار خوشحالی نکن زندانی آزادی‌ات جلوه نمایی نکن حضور فرزند فرزندت تعریف نکن یتیم پدر مادرت نگو,0
برق سرم پرید مزهی شور خونو دهنم حس می‌کردم برگرفته رمانی نودهشتیا,1
