Text,Top Reaction,Top Reaction Count,Views,Date
قطع شدن واتس‌اپ روی گوشی های قدیمی  واتس‌اپ لیست گوشی های قدیمی که روی آن‌ها خدمات نمیدهد را آپدیت کرد و دیگر در گوشی های زیر در دسترس نخواهد بود:  • آیفون 7، 7 اس، 7 پلاس • Samsung Galaxy S7، Trend Lite، Ace 2، A9 Pro • شیائومی می 5 پرو، می نوت2 • Lenovo Moto Z • Sony Xperia XZ • هواوی میت 9 پرو  واتس اپ در آپدیت اول اکتبر روی این گوشی ها کار نخواهد کرد.  »OPT«  @OfficialPersianTwitter,🤣,467,76155,2024-09-22
من هیچوقت خیانت نخواهم کرد چون می‌ترسم عکسمو بذارن و بگن دعوا سر این گوه فیسه و بخندن  »بیطار«  @OfficialPersianTwitter,🤣,1588,70973,2024-09-22
از پسرای عزیز خواهشمندیم هفته اول مهر رو نرن جلو مدرسه دخترونه.. اینا کفش و مانتوهاشون جدید و گشاده هیچکسو تحویل نمیگیرن =)))))))  »مهران«  @OfficialPersianTwitter,🤣,1507,77166,2024-09-22
نوشته نام پدر؟ اسم پدرمو مینویسم، میگه نام پدر باید کمتر از ۱۰ کاراکتر باشد :)) این احمقا کجا برنامه نویسی یاد گرفتن؟ الان برم اسم پدرمو عوض کنم؟ :))))  »Ashkan«  @OfficialPersianTwitter,🤣,2947,77216,2024-09-22
دیروز به این پسر گفتم تو مغازه ها انبه هست؟ اومده خونه گفت: مهسا تو مغازه انبه دیدم. میگم خوب کو؟ فرمودن: تو نگفتی بخر، فقط گفتی بیینم هست یا نه 😐😐😐 بازم خدا رو شکر وگرنه الحمدلله  »عروس خانواده مولکن بور«  @OfficialPersianTwitter,😁,1656,72134,2024-09-22
پاشید برید یه برگ چنار خشک شده بگیرید جلوی صورتتون و فرا رسیدن پاییز رو به بقیه تبریک بگید. نذارید سنت‌ها از بین بره.  »فریور خراباتی«  @OfficialPersianTwitter,🤣,1765,73693,2024-09-22
برادرزاده سه ساله‌ام از یه پسری خوشش اومده بود، رفت جلو سر حرف رو باهاش باز کنه گفت: «می‌دونستی نمک شوره؟»  مُردَم براش!    *محیا ساعدی*  @OfficialPersianTwitter,😁,1799,65634,2024-09-22
هر جایی هستی بشین و یکساعت بخاطر شروع شدن پاییز گریه کن   *ژنرال*  @OfficialPersianTwitter,😁,1476,66405,2024-09-22
یکی از فامیلای دورمون تو سن بالا تصمیم گرفت باسواد بشه و نوه هاش برای اینکه امیدوار بشه و ذوق درس خوندن داشته باشه براش لوازم تحریر بانمک و نو میخریدن، بعد خانومه میشست تو مهمونیا میگفت فلانی برام لوازم تحریک خریده :)))))))))))    *مادر پسرها*  @OfficialPersianTwitter,🤣,2173,70308,2024-09-22
‏زنگ زدم دندونپزشکی واسه همسرم یه نوبت بگیرم. منشی برگشت گفت جسارتا کار همسرتون چیه؟ با یه لحن مشکوک و شاخک‌ِ تیز شده گفتم یعنی چی خانوم؟ شغلش چه ربطی به دندونپزشک داره؟ گفت خانوم منظورم کاریه که قراره بخاطرش بیاین دندونپزشکی! ایمپلنت، لمینت، عصب کشی و... به قول شماها پرتاب شدم😂  *لیدی اِل*  @OfficialPersianTwitter,🤣,2665,71475,2024-09-22
پاییز هم از راه رسید ؛ دیگه میتونم با خیال راحت غم ها و دردام رو بندازم گردن آب و هوا و آلرژی های پاییزی...  • تنسی •  @OfficialPersianTwitter,😁,983,70305,2024-09-22
بچه‌ها تنها زندگی کردن واقعا دیوونگی میاره. از اتاق اومدم بیرون رفتم آشپزخونه به قابلمه گفتم یه دستشویی برم میام آبکش‌ میکنمت و رفتم.    • ماروین هایده‌گر •  @OfficialPersianTwitter,🤣,1666,70009,2024-09-22
یکی از اقوام مون فوت شده بود به دخترش نگفته بودن چون خیلی وابسته بود  دختره خارج زندگی میکرد زنگ زده بود به خالم که دعا کن بابام خوب شه خالم گفته بود آمین انشالله زنده شه    • موکاخانِم •  @OfficialPersianTwitter,🤣,1843,79622,2024-09-22
اگه دوست دخترتون تیشرت شمارو پوشید بهش بگید به اکسم بیشتر میومد دوس دارن.    • amir •  @OfficialPersianTwitter,😁,1111,94832,2024-09-22
دخترا وقتی زشتن رفیقشون: وای چقدر خشگلی خانومم مثل ماه میمونی پسرا وقتی زشتن رفیقشون: داداش مطمئنی تو رو ننت زاییده، شانپانزه نزاییده    • بـزرگوار •  @OfficialPersianTwitter,🤣,1420,91182,2024-09-22
سال پیش یکی از همکارهام یه نصیحتی بهم کرد که زندگی حرفه‌ایم‌ رو متحول کرد. گفت همیشه اول اولویت خودت و سلامتیت باشه بعد تسک‌هات. حرفشو آویزه گوشم کردم و یک ماه بعد اخراج شدم.   • Masoud •  @OfficialPersianTwitter,😁,1304,77139,2024-09-22
‏پاییز چرا نمیگذره، هنوز اول مهره اگه تابستون بود الان رسیده بودیم به ۱۵ مرداد  •ژنرال•  @OfficialPersianTwitter,🤣,1857,72932,2024-09-22
پاییز اینجوریه که همه کارهایی که همیشه تنهایی انجام میدادی رو دلت میخواد دو نفره انجام بدی از قدم زدن بگیر تا فیلم دیدن، کتاب خوندن، سیگار کشیدن، آهنگ گوش دادن، دزدی کردن  • میلادشونممم •  @OfficialPersianTwitter,😁,741,71469,2024-09-22
سپاهان در دادگاه CAS علیه فدراسیون فوتبال پیروز شد   باشگاه سپاهان پرونده جریمه 33 میلیاردی خودشو بابت عدم رعایت سقف بودجه تو فصل قبل رو به دادگاه CAS برد و موفق شد فدراسیون فوتبال رو محکوم‌ کنه.  حالا فدراسیون فوتبال باید 33 میلیارد تومن دریافتی و 80 درصد هزینه‌های دادرسی رو به باشگاه سپاهان برگردونه.  •ریک•  @OfficialPersianTwitter,🤣,571,68714,2024-09-22
‏کاش یه یوتیوبر هندی پیدا شه به من بگه با زندگیم چه گهی بخورم   • Keisha •  @OfficialPersianTwitter,😁,819,70952,2024-09-22
تویی که دیشب موقع خواب گفتی شب به خیر همه کسم خوب بخوابی+ پنج تاقلب سه تا بوس، چرا امشب باید بگی شب به خیر عزیزم+دوتا قلب یه گل؟؟؟؟ بعد میگن نمیدونیم زنا چشونه زنا پیچیده ان    • آناستازیا •  @OfficialPersianTwitter,😁,1644,73909,2024-09-22
صبح‌ها که بیدار می‌شم اولین کاری که می‌کنم، گوشیمو از دارک‌مود در میارم. تا توی گوشیمم صبح بشه همینقدر وسواسی😂    *پوی‌آ🦊*  @OfficialPersianTwitter,😁,1192,72800,2024-09-23
ببخشید دوستان ولی این داستان ازدواج و بچه دار شدن دوستان و اطرافیان یکمی سرعت گرفته و من کم‌کم در حال ریدن به خود هستم.    *caiman*  @OfficialPersianTwitter,😁,1165,65223,2024-09-23
دیروز خیلی اتفاقی دخترخاله‌ی مامانمو دیدم. بهم گفت از کجا میای؟ گفتم مدرسه. چی بگه خوبه؟ گفت موفق باشی عزیزم ایشالا امسال کنکور میدی؟ تا صبح =))))))))))))))))))    *جوجه معلّم*  @OfficialPersianTwitter,🤣,1910,67213,2024-09-23
دوست دندونپزشک اینجوریه که جلوش میخندی یهو وسط خندت میگه حاجی کی دندون چهارتو با آمالگام پر کرده؟ بعد خندت میخشکه :/    *ممدوفسکی*  @OfficialPersianTwitter,🤣,1688,65267,2024-09-23
ریدم 😐 تو محلمون عروسی بود و بزن برقص یارو رفت از رو تیر برق کابل برقو قطع کنه که عروسی اونا تعطیل شه، برق گرفتتش مرده 😐😐😐😐  »روبرتو«  @OfficialPersianTwitter,🤣,1921,71854,2024-09-23
‏گفت چند سالته؟ و بعد پرسید زن خوب داری؟ گفتم نه! + اصلا زن نداری یا زن خوب نداری؟ - اصلا ندارم + ای داد بی‌داد، ای بدبختی. زن بگیر اول خدا دوم زن خوب من ۹۲ سال دارم و میخوام دوباره زن بگیرم یک دختر دایی دارم ۸۰ سالشه مثل ماهیه! بچه‌‌هاش نمیذارند ازدواج کنیم.  »NasehMohi«  @OfficialPersianTwitter,😁,1592,69684,2024-09-23
دخترا اددت میکنن تو کلوزفرندشون بعد با دوست‌پسرشون عکس میذارن  »رانچز«  @OfficialPersianTwitter,😁,859,69863,2024-09-23
‏دوست اصفهانیم می‌گفت فلانی bitch اش مرده. گفتم فدای سرش، خدا baby ش رو براش نگه داره این بچ مچا که مهم نیستن. گفت «چی چی می‌گوی خره می‌گم بِچِِه‌ش.»  »تارانزینو«  @OfficialPersianTwitter,🤣,1680,69329,2024-09-23
‏تکستی که بهش دادم اینقد خوب بود که الان سی و هفت ساعته جوابی براش پیدا نکرده  تازه به افتخار من پروفایلشم برداشته  »The Ordinary Man«  @OfficialPersianTwitter,🤣,2523,75628,2024-09-23
دیشب اومدم بانمک بازی در بیارم به خواهرزادم پیام دادم « من فردا مدرسه نمیرم دلت بسوزه» و جواب داد « خاله چرا فکر میکنی تویی که از ساعت ۸ صبح میری سرکار تا ۵ بعد از ظهر از من خوشبخت تری؟ حداقل من چارتا همکلاسی باحال دارم» آه ثم آه😢  »ح جیمی جااام«  @OfficialPersianTwitter,🤣,2523,71037,2024-09-23
گربه که گرفتم خانومم حساسیت داشت، با وجود اینکه خیلی دوستش داشتم مجبور شدم ولش کنم چون ادم باید یه جاهایی خوشحالی خودش اولویتش نباشه و به فکر بقیه هم باشه، امروز درست سه ساله که از مریم جدا شدم واقعا زن مهربونی بود  »خلافکار«  @OfficialPersianTwitter,🤣,2524,75353,2024-09-23
زنگ زده به من داره گریه و ناله می‌کنه شوهرش بهش پول نمیده، زندگیشو دوست نداره. از شوهرش بدش میاد. گفتم خب عزیزم برو کار کن میگه وای نه حوصله کار کردن ندارم. دیدم خیلی داره ناله می‌کنه گفتم خب اگر زندگیتو دوست نداری جُدا شو. برگشت گفت تو چشم نداری خوشبختیمو ببینی. دِ آخه لاشیییی. :))  »Bahar«  @OfficialPersianTwitter,🤣,2209,66382,2024-09-23
گردو تازه خریده بودم داشتیم با چاقو تمیز میکردیم به همسرم گفتم الان مجرد بودی بازم تو این سن با من ازدواج میکردی؟ هنوزم انتخابت بودم؟  هنوز حرفم تموم نشده پسر بزرگه برگشت گفت مامان شورشو درآوردی دیگه گرفته تموم شده یه چاقو گرفتی دستت میپرسی میگرفتی یا نه الان چجوری بگه نه 😑😂  »کرمی«  @OfficialPersianTwitter,😁,1729,71546,2024-09-23
تنها فایده ای که فامیل برام داشته این بود که مدرسه نمیرفتم میگفتم یکیشون مرده    • Ⓜ️ohammad •  @OfficialPersianTwitter,🤣,1501,75880,2024-09-23
صبح مغازه رو باز نکردم حوصلم سر رفت گفتم پاشم بیام مغازه اولین مشتری اومد تو مغازه چی گفت؟ گفت ببخشید دستمال جادویی چنده؟ شاید بگید چه ربطی داشت ولی من خدمات کامپیوتری دارم 🗿    • مرتضی بدون الف •  @OfficialPersianTwitter,😁,1306,71268,2024-09-23
‏زنگ زدم میگم 16پرو چند میگه 135 میگم توی چند روز آینده امکان کاهش قیمت هست میگه بله ولی اگه الان بخرید جزو اولین نفرایی میشید که توی اصفهان دارینش چه افتخاری بالاتر از اول بودن توی اصفهان واقعا=))))))))  •دیب دیمینی•  @OfficialPersianTwitter,🤣,2781,71982,2024-09-23
‏سرعت تایپم انقد پایین و پر از شل‌دستیه که یوقتایی دلم به حال کسی که اونور خط باهام در ارتباطه میسوزه.  •عُدَی•  @OfficialPersianTwitter,🤣,982,69830,2024-09-23
‏امروز این انگشتری که خواهرم تو حموم جا گذاشته بود رو بهش برگردوندم گفتم بیا این انگشتر بدلتو بگیر. گفت ممنون ولی آفرین تو چطوری فرق بین طلا و بدلیجات رو تشخیص دادی؟ گفتم من تشخیص ندادم طلافروشه تشخیص داد  •شارلوت درونته•  @OfficialPersianTwitter,🤣,3460,80553,2024-09-23
یارو تو واتس‌اپ بی‌مقدمه پيام داده: سلام، تقويم. هی می‌خوندم، هی بيو و پروفايلشو نگاه می‌کردم، هی می‌گفتم این زبون بسته چی می‌گه؟ تقويم نمنه؟ بعد فهميدم می‌گه: سلام، تقوی‌ام :|  »mey3am«  @OfficialPersianTwitter,🤣,2563,80620,2024-09-23
‏این کلاس اولیا خیلی گوگولی و خنگن🤭 خواهرزادم میگفت با سرویس رفتیم مدرسه، کلاس اولیه از ماشین پیاده شد همه پیاده شدیم دوباره رفت نشست تو ماشین که بره خونشون بچه توجیه نشده بوده که باید بره مدرسه فکر کرده ماشین گرفتن براش بره یه دور بزنه بیاد خونه😅😅😅  »دختر رضاشونم«  @OfficialPersianTwitter,🤣,2488,73191,2024-09-23
- میشه آشنا بشیم؟ +نه، من درگیر اینم با همینایی که آشنا شدم چطور ناآشنا بشم.  »Dorsa«  @OfficialPersianTwitter,😁,1169,74264,2024-09-23
دیشب بابام اومد گوشیشو بالای سرم زد به شارژ و گفت : صبح پاشدی منم ۶ و رب بیدار کن کار دارم. یکم بعد برگشت گفت :تو دنیای منی اما، به دنیا اعتمادی نیست. و گوشیشو برداشت و رفت.    *asogand*  @OfficialPersianTwitter,🤣,2014,75487,2024-09-24
سر یه چیزی به بچه نه گفتم. باورش نشد و بیست بار گفت ازت متنفرم و من بیست و یک بار گفتم ولی من دوستت دارم و جوابم هنوز نه هستش و بعد رفت اتاقش و درو کوبید. الان انگار با بیل کتکم زدن. واقعا نوجوونی نمت.    *موز*  @OfficialPersianTwitter,😁,1027,67738,2024-09-24
- خانم عدد نُه سرش کدوم طرف بود؟  + سمت چپ!  رو به بغل‌دستیش یواش پرسید: چپ کدومه؟!    *سوفسطایی*  @OfficialPersianTwitter,😁,1387,73546,2024-09-24
عکسم‌رو به اصرار مامان فرستادم و خانم میگه پوستت چرا شاداب نیست، عزیزم، پوستم شاداب نیست؟ خودم و زندگیم‌رو ندیدی.    *Baharpour.*  @OfficialPersianTwitter,😁,857,73023,2024-09-24
شعر دو کاج بود زمان ما یکیشون نمیذاشت اون یکی بهش تکیه بده و هر دو تا رو قطع می‌کردن و راحت می‌شدن، الان تو فارسی کلاس پنجم آخرش رو عوض کردن و اون دو تا کاج به جای دعوا با هم آمیزش می‌کنن و کاجستان تشکیل می‌دن.    *موز*  @OfficialPersianTwitter,🤣,2245,76775,2024-09-24
صبح یکی از دوستای دبیرستانمو دیدم تو بانک، صحبت شد گفت ما یه گروه داریم با بچه‌های دبیرستان. حمید شلغم هست، غفاری اینا و بقیه هم هستن. اسم گروهم دلیران هشت متری مولاست، شمارتو بده ادت کنم. گفتم ممنون، من زیاد از اینترنت استفاده نمی‌کنم.    *مهاجر*  @OfficialPersianTwitter,😁,1135,75701,2024-09-24
هفته پیش با موتور افتادم و پام آسیب مختصری دیده. مادرم میگه چند روز بیکار بودی چرا نبردی پیش صوفی محمدعلی نگاه کنه. . صوفی، شکسته‌بند دوپایان و چارپایانِ روستاست.    *Echinops Kurdicus*  @OfficialPersianTwitter,😁,1381,68766,2024-09-24
عکس‌ویزام رو گذاشتم تو گروه خانوادگیمون چی بگن خوبه؟  این کمترین چیزی بود که میتونستی بهش برسی من واقعا نمیدونم چرا اینا فکر میکنن من خیلی گوه خاصیم و جایگاهم هاروارده    *Lagertha*  @OfficialPersianTwitter,😁,1392,70964,2024-09-24
بهش میگم اسم این خیابون چیه ؟ از رو‌ گوگل مپ نگاه کرده میگه خیابان نونوایی ، من تعجب کردم خدایا این چه اسمیه گذاشتن رو‌خیابون ؟!!! بعد فهمیدیم خیابون باکری بوده بعد آقا، bakery رو بیکری خونده ، ترجمه هم کرده 😂  *° Aliz °*  @OfficialPersianTwitter,🤣,2099,71233,2024-09-24
توی یه آسایشگاه روان بعضی وقتا شیفت میرم، یکی از مریضا هست روزی ده بار فامیلمو می‌پرسه ، بعد دوباره میگه یادم رفت فامیلتون چی بود؟ این دفعه گفت میشه فامیلتو بنویسی رو کاغذ یادم نره ؟ واسش نوشتم دادم بهش ، گفت من که سواد ندارم چطوری بخونم:))))))    *جناب آقای پرستار*  @OfficialPersianTwitter,😁,1549,70170,2024-09-24
یادش بخیر امتحان اولین بار که تقلب کردم سوم ابتدایی بود، سوال این بود که نبض انسان در هر دقیقه چند بار میزنه منم دستم رو گذاشتم رو قلبم تا حساب کتاب کنم ولی انقدر استرس داشتم یه سیصد تا طپش اضافه اوردم.    *خلافکار*  @OfficialPersianTwitter,😁,1464,66453,2024-09-24
‏باورم نمیشه تو زندگیم‌ تاحالا از وجود زودپز محروم کرده بودم خودمو. چند هفته‌س خریدم و قد بچه‌هام دوسش دارم الان. چارتا نخود و گوشت یخ‌زده و سبزیجات میریزی توش،نیم‌ساعته یه غذای جا افتاده لعاب‌دار مامانبزرگی‌تحویلت میده. دیگه ادم چی میخواد از زندگی؟  ایرفرایر سگتم نیست فدات شم  •باریک‌النسا•  @OfficialPersianTwitter,😁,1868,71516,2024-09-24
الان هیچی ‏ولی پس‌فردا به بچه‌ت عکستو نشون بدی بگه بابا برای چی شلوار کتان سفید با کالج پوشیدی چی داری در جواب بهش بگی؟  •آرین•  @OfficialPersianTwitter,😁,898,66696,2024-09-24
اگر احساس تنهایی می‌کنید، به این فکر کنید تا بیشتر از ۱۰ هزار «نوع» (و نه تعداد!) باکتریِ مختلف داره روی پوست، درون روده یا جاهای دیگه بدنتون زندگی می‌کنه. هیچوقت تنها نیستید :)))))    • Mahvash •  @OfficialPersianTwitter,😁,853,67781,2024-09-24
تو مترو دو تا آدمی که نمی‌شناختم داشتن غیبت یکی که می‌شناسم رو می‌کردن و جالب بود. دهات تهران.    • Nargess KhaleghiFard •  @OfficialPersianTwitter,😁,1637,73846,2024-09-24
‏خیلی خوشم میاد وقتی سه‌شنبه سومه چهارشنبه چهارمه.  • تابان •  @OfficialPersianTwitter,😁,2280,74605,2024-09-24
‏کاش بدخواه داشتم میتونستم مشکلات رو بندازم گردن اونا. متاسفانه این وضعیت حاصل حمایت و عشق اطرافیانمه‌.  •فاق‌بلند•  @OfficialPersianTwitter,😁,859,69994,2024-09-24
من بالاخره بعد از سه سال تلاش مداوم موفق شدم پدر و مادرم رو متوجه کنم که اگر مهمون داشتن تماس منو پاسخ ندن و گوشی رو ندن دست طرف. زنگ زدم، جواب ندادن، سریع تکست دادن که فلانی اینجاست. روزی همه ی آرزومنداش😂  • Shabi •  @OfficialPersianTwitter,🤣,1883,67781,2024-09-24
یک تحقیق نشون داده پسرایی که پارتنر های خوشگل تر و جذاب تری دارن بیشتر در معرض حمله قلبی‌ان، چون مدام نگرانن که یک پسر دیگه از پارتنرشون خوشش بیاد و خیانت اتفاق بیفته.😂   • Sara •  @OfficialPersianTwitter,😁,796,68076,2024-09-24
مارکت زید خیلی خرابه، خوبارو دستچین کردن یه چنتا سایکوی زده دار مونده    • مدثه •  @OfficialPersianTwitter,🤣,1163,68934,2024-09-24
‏[معلم می‌گفت نون‌خامه‌ای](https://t.me/OfficialPersianTwitter/391840) من می‌نوشتم نارنجک، دست خودم نبود من ذاتا مشهدی ام.  • د دد استار •  @OfficialPersianTwitter,🤣,2665,74223,2024-09-24
بابام بهم زنگ میزنه بعد ده دقیقه با ادمای تو خیابون حرف میزنه.    • The A •  @OfficialPersianTwitter,🤣,1173,65620,2024-09-24
‏جمع‌بندی مشاهدات این دو روزم از مدرسه: تعداد افرادی که دماغشون رو عمل کردن، از پارسال بیشتره.  ۶۰ درصد انسانی‌ها می‌خوان حقوق بخونن و ۴۰ درصد روانشناسی.  •اگنس گری•  @OfficialPersianTwitter,😁,1232,72814,2024-09-24
راننده داره تلفن حرف می‌زنه: وادی‌نژاد هستم.  وادی.  وادی. وِ وِ.  واو. خانم تو حروف الفبا باب داریم مگه؟  واااااو.   • Makan Mehrpouya •  @OfficialPersianTwitter,🤣,2648,72577,2024-09-24
‏4 تا شورت جدید به ناوگان شورت‌هام اضافه کردم شد یه تومن شورت مردونه هم واسه ما آدم شده  •قاوف•  @OfficialPersianTwitter,🤣,1232,75639,2024-09-24
‏خانوم لیزری گوشی‌مو گرفت و پیج مطب، پیج بلاگری خودش و پیج فروش اکسسوری‌ش رو فالو کرد. بعد گفت ببخشیدا، منم از قدرت نه گفتنم استفاده کردم گفتم نه این چه حرفیه خواهش می‌کنم.  •حتشپسوت•  @OfficialPersianTwitter,🤣,2324,79916,2024-09-24
‏پسر ۳۰ سال کلاً آدم مهربونیه، مهربون با تو با دوستش با دوستت با همه.  •مرجون•  @OfficialPersianTwitter,😁,891,74546,2024-09-24
‏اولای تابستون یه فروشگاه تخفیف گذاشته بود رفتم دوتا سویشرت خریدم که وقتی هوا خنک شد بپوشم، الان اینقدر چاق شدم دیگه اندازم نیست.جلو جلو خرید کنی کنسله.  •سید خندان•  @OfficialPersianTwitter,😁,815,71394,2024-09-24
امروز تو بیوتی سالن، یه خانومه بود که از سفر ۴۰‌ روزه اروپا برگشته بود و می‌گفت: ما فقط رفتیم آلمان، ایتالیا و آمستردام. نرسیدیم هلند هم بریم. :)))))))   کاش همینقدر پولدار و کم‌هوش بودم   • سِپ🤭 •  @OfficialPersianTwitter,😁,2014,88121,2024-09-24
‏خونه دعوا بودهمه عصبی زل زده بودن به تلوزیون.گفت این جانداردریایی سلولهای جنسی را درآب رها میکندتابه بدن ماده برسد:| مستند پخش نکنی ب حق علی  •آناستازیا•  @OfficialPersianTwitter,🤣,2461,72134,2024-09-24
‏امروز صبح مامانم رید بهم سره اینکه ایرپادی که خریدم خریده احساسی بوده و پولم رو ریختم دور، بهم گفت یه بارم ندیدم ازش استفاده کنی  بنده خدا نمیدونه روز اول دزد زد ازم :)))))  •Alireza•  @OfficialPersianTwitter,🤣,2485,71386,2024-09-24
‏یادش بخیر کلاس نهم بودیم ۵،۶ تا ادم عقلمونو گذاشتیم رو هم از یه یارو سوال امتحانو بخریم، واسه یارو که میخواستیم پول بزنیم کارت به اسم “نگین بلوچ” بود و بازم هیچکی شک نکرد که چرا این باید سوالارو داشته باشه، پول و زدیم ۵ دقیقه بعدم بلاکمون کرد =)))))))))  •پریا•  @OfficialPersianTwitter,🤣,1636,68186,2024-09-24
دیروز لای ساندویچ مدرسه بچه‌ام پنیر ورقه‌ای پِستو گذاشته بودم. دیشب میگفت: مامان اون کالباس سبزه چی بود؟ همه مدرسه تعجب کرده بودن من کالباس سبز آوردم. 😅    *Anousheh*  @OfficialPersianTwitter,🤣,2217,62488,2024-09-25
بدون اینکه به من یا آموزش خبر بدن هماهنگ کردن هیچکدوم نیومدن سر کلاس. رفتم با کلاس خالی مواجه شدم حالا آخر ترم یه امتحانی بگیرم صدا زوزه کفتار قبرسی بدن سر جلسه.    *شورتو مورت کریستو*  @OfficialPersianTwitter,😁,2284,70592,2024-09-25
یه بار دوستم به من گفت دلم درد میکنه من گفتم عادیه اصلا دکتر نرو خوب میشه، دو روز بعدش رفت اپاندیسشو عمل کرد ولی هنوزم سوالای پزشکیشو از من میپرسه. من واقعا خراب این رفاقتم😭    *همونی که خیلی نایسه*  @OfficialPersianTwitter,😁,1744,68083,2024-09-25
من از اول سعی کردم اکثر مواقع بچه رو با احترام صدا کنم که اونم احترام رو یاد بگیره، همیشه گفتم دختر قشنگم، جون دلم، قلبم، عزیزکم.  بعد اون روز دیدم بچه‌ام از تو اتاق هی داد می‌زنه اوزون‌برون پرورشی یه لحظه بیا، فکر کردم با دوست خیالیشه که اومد بیرون گفت مامان با شمام، چرا جواب نمیدی؟🙂    *مارشملو*  @OfficialPersianTwitter,🤣,2346,74370,2024-09-25
بعد پنج سال اومدم دیپلممو از مدرسه بگیرم مدیر گیر داده میگه تو خیلی شلوغ کردی منو اذیت کردی من یادمه. بابا ولم کن زن همین مونده بود تو مووان نکنی.    *pechi.*  @OfficialPersianTwitter,🤣,1850,64331,2024-09-25
موهامو بلند کردم بابام قبل اینکه بیاد خونه زنگ میزنه میگه من دم درم موهاتو بنداز پایین راپونزل میخوام بیام تو    *خلافکار*  @OfficialPersianTwitter,🤣,2171,73839,2024-09-25
یک پسره خیلی گوگولی بهم گفت اگه رشته اتو عوض کنی حسابداری بخونی میتونی ازمون استخدامی سایپا بدی اونوقت دیگه لازم نیست تو اسنپ کار کنی  گفتم نه من بخش اداریشم  گفت میدونم از اینا که تابلو میگیرن راننده استخدام میکنن :(    *aida*  @OfficialPersianTwitter,🤣,2121,65967,2024-09-25
مامور پست داشت برام یه چیزیو توضیح میداد حین توضیح دستشو خیلی ناگهانی برد بالا، من فک کردم میخواد بزنه قدش ::))))) دستمو بردم بالا، واقعا تو مغزم دمپاییه.   *پوکاهانتس*  @OfficialPersianTwitter,🤣,2168,69153,2024-09-25
"اگه معلمید یا قراره معلم شید به بچه ها نخندید پررو میشن، امروز پسر ده ساله ازم می پرسه خانوم شما دوس پسر دارید؟  الان من جواب این بچه رو چی بدم؟  بگم ""دارم"" دروغ گفتم  بگم ""ندارم"" یه شکست بزرگ تو کارناممه :))))    •جوجه معلّم•  @OfficialPersianTwitter",😁,1543,71895,2024-09-25
به فرندم گفتم بیا بریم بیرون بعدش از ددی سوییچ کار رو گرفتم گفتم میرم هاسپیتال انگار سیک شدم. استرینجلی یعنی لای گفتم:)))))))   (بچه‌ها ببخشید این کلمات چون معادل دقیقی توی فارسی ندارن اینجوری گفتم.)   •گاوی•  @OfficialPersianTwitter,🤣,2117,66124,2024-09-25
یعنی شما بری عطاری بگی شوهر ندارم هم  باز یه گیاهی بهت میده میگه اینو دم کن بخور شوهر درمیاری !  • ژوبین •  @OfficialPersianTwitter,😁,1136,66412,2024-09-25
دوستم هر دفعه که از دیت برمیگرده اول از دندونای طرف میگه که خوب بوده یا نه😭😭😭 انگار که میخواد اسب بخره😭😭    • sibodarchin •  @OfficialPersianTwitter,🤣,2181,67702,2024-09-25
‏من یادم اومد بار اول که مصاحبه دادم و ریجکت شدم زنگ زدم به شوشو گفتم ما به درد هم نمیخوریم (دوست بودیم)  الان هرچی فکر میکنم نمیفهمم چه ربطی بهم داشتن 🤣🤣  •آفازمید•  @OfficialPersianTwitter,🤣,2004,65688,2024-09-25
دیگه دیواره رحمی که با قرص هم پایین نریزه، دیواره رحم نیست ایزوگام دلیجانه.    • همونی که خیلی نایسه •  @OfficialPersianTwitter,🤣,1872,66987,2024-09-25
من نمی‌دونم مادر ما چه اصراری داشت داییم برام بیمه رد کنه، اونم فقط چند روز رد کرد و الان سوابق بیمه‌م اینجوری شده:  نانوایی علی شیپور شاتل دیوار آپارات    • Alireza •  @OfficialPersianTwitter,🤣,1830,63574,2024-09-25
‏چجوریه که بابا ها لوستون میکنن و پرنسس بابایی خطاب میشید؟ پس من چرا بابام اوستا صدام میکنه؟:)))  •کاربر نیل•  @OfficialPersianTwitter,🤣,1506,61150,2024-09-25
از دلایلی که آقایون برای خانم‌ها کادو نمی‌خرند  این که خودشون رو کادویی می‌دونند از جانب خدا😂  • leyli •  @OfficialPersianTwitter,😁,1078,62990,2024-09-25
تو خيابون آقاهه پرسيد خانم فلان جا كجاست؟ گفتم جاى بدى نيست. تشكر كرد و رفت. نميدونم من اونو اوسكل كرده بودم يا اون منو!  》کامیونْگ《  @OfficialPersianTwitter,🤣,1605,64684,2024-09-25
صبح موقع خداحافظی جلوی در مدرسه بچه‌م گفت مامان به طور ویژه مراقب خودت باش. بیشتر شبیه تهدید بود تا محبت.  》موز《  @OfficialPersianTwitter,😁,1272,60254,2024-09-25
شوهرم از ديروز هي ميگه يه غذا تو اينستا ديدم واي خيلي جذاب بود، دلم خواست، درست كن ميگم خب اسمش چيه؟ يكم فكر كرد بعد كاملا جدي گفت قرومساق پلو. بعد از حيرت فراوان و سرچ زياد و نشون دادن عكس صدتا غذا فهميدم مردي غوره مسما ديده:))))))))))))))))))))  》يواشكي هاي يك زن شوهردار《  @OfficialPersianTwitter,🤣,2389,82002,2024-09-25
